ms,features,map,requested_nm,commanded_nm,limit_nm,fuel_multiplier,ethanol_filtered,dtcs,limp,launch,shift
6960,0,0,140.00000,0.00000,0.00000,1.00000,0.00000,4,0,0,0
6980,0,0,140.00000,0.00000,0.00000,1.00000,0.00000,4,0,0,0
7000,0,0,140.00000,2.00000,350.00000,1.00000,0.00000,4,0,0,0
7020,0,0,140.00000,4.00000,350.00000,1.00000,0.00000,4,0,0,0
7040,0,0,140.00000,6.00000,350.00000,1.00000,0.00000,4,0,0,0
7060,0,0,140.00000,8.00000,350.00000,1.00000,0.00000,4,0,0,0
7080,0,0,140.00000,10.00000,350.00000,1.00000,0.00000,4,0,0,0
7100,0,0,140.00000,12.00000,350.00000,1.00000,0.00000,4,0,0,0
7120,0,0,140.00000,14.00000,350.00000,1.00000,0.00000,4,0,0,0
7140,0,0,140.00000,16.00000,350.00000,1.00000,0.00000,4,0,0,0
7160,0,0,140.00000,18.00000,350.00000,1.00000,0.00000,4,0,0,0
7180,0,0,140.00000,20.00000,350.00000,1.00000,0.00000,4,0,0,0
7200,0,0,140.00000,22.00000,350.00000,1.00000,0.00000,4,0,0,0
7220,0,0,140.00000,24.00000,350.00000,1.00000,0.00000,4,0,0,0
7240,0,0,140.00000,26.00000,350.00000,1.00000,0.00000,4,0,0,0
7260,0,0,140.00000,28.00000,350.00000,1.00000,0.00000,4,0,0,0
7280,0,0,140.00000,30.00000,350.00000,1.00000,0.00000,4,0,0,0
7300,0,0,140.00000,32.00000,350.00000,1.00000,0.00000,4,0,0,0
7320,0,0,140.00000,34.00000,350.00000,1.00000,0.00000,4,0,0,0
7340,0,0,140.00000,36.00000,350.00000,1.00000,0.00000,4,0,0,0
7360,0,0,140.00000,38.00000,350.00000,1.00000,0.00000,4,0,0,0
7380,0,0,140.00000,40.00000,350.00000,1.00000,0.00000,4,0,0,0
7400,0,0,140.00000,42.00000,350.00000,1.00000,0.00000,4,0,0,0
7420,0,0,140.00000,44.00000,350.00000,1.00000,0.00000,4,0,0,0
7440,0,0,140.00000,46.00000,350.00000,1.00000,0.00000,4,0,0,0
7460,0,0,140.00000,48.00000,350.00000,1.00000,0.00000,4,0,0,0
7480,0,0,140.00000,50.00000,350.00000,1.00000,0.00000,4,0,0,0
7500,0,0,140.00000,52.00000,350.00000,1.00000,0.00000,4,0,0,0
7520,0,0,140.00000,54.00000,350.00000,1.00000,0.00000,4,0,0,0
7540,0,0,140.00000,56.00000,350.00000,1.00000,0.00000,4,0,0,0
7560,0,0,140.00000,58.00000,350.00000,1.00000,0.00000,4,0,0,0
7580,0,0,140.00000,60.00000,350.00000,1.00000,0.00000,4,0,0,0
7600,0,0,140.00000,62.00000,350.00000,1.00000,0.00000,4,0,0,0
7620,0,0,140.00000,64.00000,350.00000,1.00000,0.00000,4,0,0,0
7640,0,0,140.00000,66.00000,350.00000,1.00000,0.00000,4,0,0,0
7660,0,0,140.00000,68.00000,350.00000,1.00000,0.00000,4,0,0,0
7680,0,0,140.00000,70.00000,350.00000,1.00000,0.00000,4,0,0,0
7700,0,0,140.00000,72.00000,350.00000,1.00000,0.00000,4,0,0,0
7720,0,0,140.00000,74.00000,350.00000,1.00000,0.00000,4,0,0,0
7740,0,0,140.00000,76.00000,350.00000,1.00000,0.00000,4,0,0,0
7760,0,0,140.00000,78.00000,350.00000,1.00000,0.00000,4,0,0,0
7780,0,0,140.00000,80.00000,350.00000,1.00000,0.00000,4,0,0,0
7800,0,0,140.00000,82.00000,350.00000,1.00000,0.00000,4,0,0,0
7820,0,0,140.00000,84.00000,350.00000,1.00000,0.00000,4,0,0,0
7840,0,0,140.00000,86.00000,350.00000,1.00000,0.00000,4,0,0,0
7860,0,0,140.00000,88.00000,350.00000,1.00000,0.00000,4,0,0,0
7880,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
7900,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
7920,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
7940,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
7960,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
7980,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8000,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8020,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8040,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8060,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8080,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8100,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8120,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8140,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8160,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8180,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8200,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8220,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8240,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8260,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8280,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8300,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8320,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8340,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8360,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8380,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
8400,0,0,140.00000,60.00000,60.00000,1.00000,0.00000,6,1,0,0
